総覧ID,総覧抄録ID,遺跡名,遺跡名かな,本内順位,遺跡所在地,所在地2,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間|調査期間,調査期間1,調査期間2,調査面積|調査面積,調査面積2,調査原因
47694,91206,武蔵国府関連遺跡　都市計画道路7・5・4号道路1次地区　第656次,むさしこくふかんれんいせき　ふちゅうとしけいかくどうろななごうよんごうせんいちじ,6,東京都府中市宮町1-17-1先　ほか,01宮町,139.482819,35.671669,とうきょうとふちゅうしみやまち,13206,2,,,354013,1392854,19911218-19920611,1991,,203,203,道路拡幅
47694,91207,武蔵国府関連遺跡　元さくら銀行仮設店舗地区　第711次,むさしこくふかんれんいせき　もとさくらぎんこうかせつてんぽ,7,東京都府中市宮町1-24-13,01宮町,139.481384,35.670326,とうきょうとふちゅうしみやまち,13206,2,,,354011,1392853,19921210-19930111,1992,,163.4,163.4,銀行建設
47694,91208,武蔵国府関連遺跡　キャッスル町田地区　第716次,むさしこくふかんれんいせき　きゃっするまちだ,8,東京都府中市宮町1-24-8,01宮町,139.481384,35.670326,とうきょうとふちゅうしみやまち,13206,2,,,354012,1392853,19921224-19930311,1992,,120.7,120.7,集合住宅建設
47694,91209,武蔵国府関連遺跡　都市計画道路7・5・4号道路2次地区　第717次,むさしこくふかんれんいせき　としけいかくどうろななごうよんごうどうろにじ,9,東京都府中市宮町1-24-8先　他,01宮町,139.481384,35.670326,とうきょうとふちゅうしみやまち,13206,2,,,354012,1392853,19930111-19930206,1993,,19.4,19.4,道路拡幅
47694,91210,武蔵国府関連遺跡　マイウスハイツ地区　第673次,むさしこくふかんれんいせき　まいうすはいつ,10,東京都府中市若松町1-12-13,13若松町,139.500122,35.668522,とうきょうとふちゅうしわかまつちょう,13206,2,,,354003,1393000,19920407-19920420,1992,,304,304,集合住宅建設
47694,91211,武蔵国府関連遺跡　サングレース東府中地区　第706次,むさしこくふかんれんいせき　さんぐれーすひがしふちゅう,11,東京都府中市若松町1-7-6,13若松町,139.497772,35.669617,とうきょうとふちゅうしわかまつちょう,13206,2,,,354008,1392954,19921022-19921212,1992,,277.8,277.8,集合住宅建設
47694,91212,武蔵国府関連遺跡　チヨヅルアネックス地区　第666次,むさしこくふかんれんいせき　ちよづるあねっくす,12,東京都府中市寿町1-8-19,05寿町,139.478958,35.675156,とうきょうとふちゅうしことぶきちょう,13206,2,,,354028,1392843,19920227-19920518,1992,,71.4,71.4,集合住宅建設
47694,91213,武蔵国府関連遺跡　ジュネス寿地区　第718次,むさしこくふかんれんいせき　じゅねすことぶき,13,東京都府中市寿町2-2-47,05寿町,139.476776,35.673153,とうきょうとふちゅうしことぶきちょう,13206,2,,,354021,1392837,19930120-19930301,1993,,215.8,215.8,集合住宅建設
47694,91214,武蔵国府関連遺跡　府中文化幼稚園地区　第676次,むさしこくふかんれんいせき　ふちゅうぶんかようちえん,14,東京都府中市寿町2-8-6,05寿町,139.47525,35.674637,とうきょうとふちゅうしことぶきちょう,13206,2,,,354026,1392830,19920423-19920502,1992,,79.2,79.2,園舎建設
47694,91215,武蔵国府関連遺跡　ビジネスホテルBAN地区　第710次,むさしこくふかんれんいせき　びじねすほてるばん,15,東京都府中市寿町3-4-14,05寿町,139.474701,35.673553,とうきょうとふちゅうしことぶきちょう,13206,2,,,354023,1392830,19921210-19921217,1992,,73,73,ホテル建設
47694,91216,武蔵国府関連遺跡　カーサ清水が丘地区　第695次,むさしこくふかんれんいせき　かーさしみずがおか,16,東京都府中市清水が丘1-14-11,10清水が丘,139.496658,35.66777,とうきょうとふちゅうししみずがおか,13206,2,,,354002,1392948,19920825-19921104,1992,,272.4,272.4,集合住宅建設
47694,91217,武蔵国府関連遺跡　府中市立東府中駅南自転車駐車場等地区,むさしこくふかんれんいせき　ふちゅうしりつひがしふちゅうえきみなみじてんしゃちゅうりんじょうとうちく,17,東京都府中市清水が丘1-3-3,10清水が丘,139.493835,35.668827,とうきょうとふちゅうししみずがおか,13206,2,,,354006,1392937,19920903-19921102,1992,,845.1,845.1,駐輪場兼ビル建設
47694,91218,武蔵国府関連遺跡　クレールコマチ地区　第669次,むさしこくふかんれんいせき　くれーるこまち,18,東京都府中市清水が丘1-4-14,10清水が丘,139.493835,35.66827,とうきょうとふちゅうししみずがおか,13206,2,,,354003,1392939,19920309-19920411,1992,,56.6,56.6,集合住宅建設
47694,91219,武蔵国府関連遺跡　M242地区　第701次,むさしこくふかんれんいせき　えむによんに,19,東京都府中市西府町3-17-4,18西府町,139.457825,35.678719,とうきょうとふちゅうしにしふちょう,13206,2,,,354041,1392729,19921006-19921117,1992,,466.3,466.3,集合住宅建設
47694,91220,武蔵国府関連遺跡　ワンスパビリオン地区　第698次,むさしこくふかんれんいせき　わんすぱびりおん,20,東京都府中市白糸台4-10-2,16白糸台,139.510712,35.664642,とうきょうとふちゅうししらいとだい,13206,2,,,353951,1393038,19920904-19921014,1992,,169.9,169.9,集合住宅建設
47694,91221,武蔵国府関連遺跡　丸玉屋小勝ビル地区　第683次,むさしこくふかんれんいせき　まるたまやおかつびる,21,東京都府中市白糸台4-19-1,16白糸台,139.510529,35.663933,とうきょうとふちゅうししらいとだい,13206,2,,,353949,1393038,19920609-19920916,1992,,1077.8,1077.8,店舗兼集合住宅建設
47694,91222,武蔵国府関連遺跡　岸真由美宅地区　第720次,むさしこくふかんれんいせき　きしまゆみたく,22,東京都府中市白糸台4-2-8,16白糸台,139.50914,35.665356,とうきょうとふちゅうししらいとだい,13206,2,,,353954,1393032,19930212-19930323,1993,,177.5,177.5,個人住宅建設
47694,91223,武蔵国府関連遺跡　セブンイレブン府中八幡町店地区　第705次,むさしこくふかんれんいせき　せぶんいれぶんふちゅうはちまんちょうてん,23,東京都府中市八幡町2-30-1,06八幡町,139.489563,35.668625,とうきょうとふちゅうしはちまんちょう,13206,2,,,354008,1392925,19921016-19921016,1992,,119.4,119.4,店舗建設
47694,91224,武蔵国府関連遺跡　パディーフィールドハウス地区　第677次,むさしこくふかんれんいせき　ぱでぃいふぃーるどはうす,24,東京都府中市八幡町2-4-2,06八幡町,139.487091,35.670021,とうきょうとふちゅうしはちまんちょう,13206,2,,,354010,1392914,19920427-19920720,1992,,244.3,244.3,集合住宅建設
47694,91225,武蔵国府関連遺跡　ライオンズシティ府中地区　第674次,むさしこくふかんれんいせき　らいおんずしてぃふちゅう,25,東京都府中市八幡町2-5-2,06八幡町,139.486252,35.66954,とうきょうとふちゅうしはちまんちょう,13206,2,,,354008,1392910,19920416-19920708,1992,,269.8,269.8,集合住宅建設
47694,91226,武蔵国府関連遺跡　エイトビル地区　第712次,むさしこくふかんれんいせき　えいとびるちく,26,東京都府中市八幡町3-3-18,06八幡町,139.491425,35.669571,とうきょうとふちゅうしはちまんちょう,13206,2,,,354009,1392932,19921217-19930112,1992,,79.2,79.2,集合住宅建設
47694,91227,武蔵国府関連遺跡　クレドール府中2次地区　第679次,むさしこくふかんれんいせき　くれどーるふちゅうにじ,27,東京都府中市美好町2-17-6,09美好町,139.466888,35.673828,とうきょうとふちゅうしみよしちょう,13206,2,,,354024,1392800,19920519-19920619,1992,,169.8,169.8,集合住宅建設
47694,91228,武蔵国府関連遺跡　エクセル府中地区　第714次,むさしこくふかんれんいせき　えくせるふちゅう,28,東京都府中市美好町2-42-2,09美好町,139.467499,35.676781,とうきょうとふちゅうしみよしちょう,13206,2,,,354035,1392803,19921221-19930119,1992,,287.1,287.1,集合住宅建設
47694,91229,武蔵国府関連遺跡　（有）石井工務店地区　第709次,むさしこくふかんれんいせき　ゆうげんがいしゃいしいこうむてん,29,東京都府中市美好町3-12-6,09美好町,139.46579,35.670643,とうきょうとふちゅうしみよしちょう,13206,2,,,354012,1392756,19921202-19930127,1992,,149,149,社屋建設
47694,91230,武蔵国府関連遺跡　リベルティ・アネックス芝嵜ビル地区　691次,むさしこくふかんれんいせき　りべるてぃ　あねっくすしばさきびる,30,東京都府中市美好町3-4-1,09美好町,139.468262,35.669922,とうきょうとふちゅうしみよしちょう,13206,2,,,354010,1392806,19920803-19921119,1992,,648.4,648.4,集合住宅建設
47694,91231,武蔵国府関連遺跡　ヤマキン・1ビル地区　第696次,むさしこくふかんれんいせき　やまきん　いちびる,31,東京都府中市府中町1-10,04府中町,139.481323,35.673615,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354022,1392851,19920903-19921112,1992,,502,502,店舗兼集合住宅建設
47694,91232,武蔵国府関連遺跡　エスポワール地区　第707次,むさしこくふかんれんいせき　えすぽわーる,32,東京都府中市府中町2-13-2,04府中町,139.483566,35.673897,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354023,1392901,19921026-19930216,1992,,426,426,集合住宅建設
47694,91233,武蔵国府関連遺跡　倉林ビル地区　第675次,むさしこくふかんれんいせき　くらばやしびる,33,東京都府中市府中町2-3-3,04府中町,139.482437,35.672024,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354017,1392856,19920417-19920619,1992,,314.3,314.3,店舗兼集合住宅建設
47694,91234,武蔵国府関連遺跡　ゼルコピア地区　第700次,むさしこくふかんれんいせき　ぜるこぴあ,34,東京都府中市府中町2-3-4,04府中町,139.482437,35.672024,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354017,1392857,19920921-19930111,1992,,253.7,253.7,集合住宅建設
47694,91236,武蔵国府関連遺跡　カーサベルディ2次地区　第682次,むさしこくふかんれんいせき　かーせべるでぃにじ,36,東京都府中市分梅町1-20-2,12分梅町,139.463989,35.668392,とうきょうとふちゅうしぶばいちょう,13206,2,,,354005,1392750,19920603-19920629,1992,,60.2,60.2,集合住宅建設
47694,91237,武蔵国府関連遺跡　市道4-159号線代替地地区　第663次,むさしこくふかんれんいせき　しどうよんのいちごうきゅうごうせんだえがえち,37,東京都府中市分梅町1-27-4,12分梅町,139.465622,35.666504,とうきょうとふちゅうしぶばいちょう,13206,2,,,353958,1392757,19920206-19920415,1992,,14.4,14.4,代替地事前調査
47694,91238,武蔵国府関連遺跡　株式会社富山堂薬品地区　第719次,むさしこくふかんれんいせき　かぶしきがいしゃとやまどうやくひん,38,東京都府中市片町1-12-7,08片町,139.472595,35.671124,とうきょうとふちゅうしかたまち,13206,2,,,354014,1392822,19930129-19930316,1993,,47.4,47.4,社屋建設
47694,91239,武蔵国府関連遺跡　佐藤隆一宅地区　第689次,むさしこくふかんれんいせき　さとうりゅういちたく,39,東京都府中市片町1-16-12,08片町,139.471207,35.670815,とうきょうとふちゅうしかたまち,13206,2,,,354013,1392816,19920724-19920827,1992,,34.1,34.1,個人住宅建設
47694,91240,武蔵国府関連遺跡　フルール地区　第690次,むさしこくふかんれんいせき　ふるーる,40,東京都府中市片町1-18-5,08片町,139.470352,35.670921,とうきょうとふちゅうしかたまち,13206,2,,,354013,1392814,19920727-19920807,1992,,79.1,79.1,集合住宅建設
47694,91241,武蔵国府関連遺跡　青祥ヒルズ地区　第684次,むさしこくふかんれんいせき　せいしょうひるず,41,東京都府中市片町1-6-1,08片町,139.470322,35.671543,とうきょうとふちゅうしかたまち,13206,2,,,354015,1392813,19920617-19920807,1992,,168.9,168.9,集合住宅建設
47694,91242,武蔵国府関連遺跡　元宮崎ビル地区　第667次,むさしこくふかんれんいせき　もとみやざきびる,42,東京都府中市片町2-7-3,08片町,139.471802,35.670078,とうきょうとふちゅうしかたまち,13206,2,,,354010,1392818,19920228-19920408,1992,,130.8,130.8,集合住宅建設
47694,91243,武蔵国府関連遺跡　楓ビル地区　第671次,むさしこくふかんれんいせき　かえでびる,43,東京都府中市片町3-26-12,08片町,139.470291,35.667995,とうきょうとふちゅうしかたまち,13206,2,,,354002,1392813,19920325-19920703,1992,,261.7,261.7,集合住宅建設
47694,91244,武蔵国府関連遺跡　佐藤政知宅地区　第680次,むさしこくふかんれんいせき　さとうまさともたく,44,東京都府中市片町3-26-12,08片町,139.470291,35.667995,とうきょうとふちゅうしかたまち,13206,2,,,354003,1392813,19920519-19920527,1992,,16.6,16.6,個人住宅建設
47694,91245,武蔵国府関連遺跡　メゾンプラネット地区　第685次,むさしこくふかんれんいせき　めぞんぷらねっと,45,東京都府中市本宿町2-5-10,17本宿町,139.462479,35.672321,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354018,1392745,19920703-19920818,1992,,305,305,集合住宅建設
47694,91246,武蔵国府関連遺跡　ロワール大鷹地区　第713次,むさしこくふかんれんいせき　ろわーるおおたか,46,東京都府中市本宿町2-6-7,17本宿町,139.46228,35.671638,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354017,1392744,19921218-19930313,1992,,521.9,521.9,店舗兼集合住宅建設
47694,91247,武蔵国府関連遺跡　協同産業本宿町ビル地区　第687次,むさしこくふかんれんいせき　きょうどうさんぎょうほんしゅくちょうびる,47,東京都府中市本宿町2-8-1,17本宿町,139.461761,35.671814,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354017,1392743,19920713-19921027,1992,,438.5,438.5,社屋建設
47694,91248,武蔵国府関連遺跡　アルテール府中地区　第692次,むさしこくふかんれんいせき　あるてーるふちゅう,48,東京都府中市本町1-12-5,03本町,139.478119,35.667206,とうきょうとふちゅうしほんまち,13206,2,,,354000,1392841,19920804-19920914,1992,,105.5,105.5,集合住宅建設
47694,91249,武蔵国府関連遺跡　朝日シティパリオ府中地区　第702次,むさしこくふかんれんいせき　あさひしてぃぱりおふちゅう,49,東京都府中市本町2-18-1,03本町,139.475449,35.666084,とうきょうとふちゅうしほんまち,13206,2,,,353956,1392832,19921007-19930324,1992,,720.6,720.6,集合住宅建設
47694,91250,武蔵国府関連遺跡　NEC府中武蔵野寮地区　第665次,むさしこくふかんれんいせき　えぬいいしいふちゅうむさしのりょう,50,東京都府中市緑町1-6-2,07緑町,139.48555,35.671471,とうきょうとふちゅうしみどりちょう,13206,2,,,354015,1392908,19920226-19920516,1992,,447.7,447.7,集合住宅建設
47694,91251,武蔵国府関連遺跡　柏屋緑町店地区　第727次,むさしこくふかんれんいせき　かしわやみどりちょうてん,51,東京都府中市緑町2-12-21,07緑町,139.488861,35.671635,とうきょうとふちゅうしみどりちょう,13206,2,,,354017,1392919,19930318-19930331,1993,,96.7,96.7,店舗建設
47694,91252,武蔵国府関連遺跡　むさし野工房KOA株式会社地区　第693次,むさしこくふかんれんいせき　むさしのこうぼうけいおーあいかぶしきがいしゃ,52,東京都府中市緑町2-17-2,07緑町,139.489792,35.672459,とうきょうとふちゅうしみどりちょう,13206,2,,,354018,1392923,19920818-19920914,1992,,461.6,461.6,社屋建設
47694,91253,武蔵国府関連遺跡　ダイヤモンドスクエア東府中地区　第655次,むさしこくふかんれんいせき　だいやもんどすくえあひがしふちゅう,53,東京都府中市緑町3-3-6,07緑町,139.49295,35.669979,とうきょうとふちゅうしみどりちょう,13206,2,,,354010,1392935,19911217-19920417,1991,,575.4,575.4,集合住宅建設
47694,91254,武蔵国府関連遺跡　エクセレント東府中地区　第688次,むさしこくふかんれんいせき　えくせれんとひがしふちゅう,54,東京都府中市緑町3-9-13,07緑町,139.493576,35.670712,とうきょうとふちゅうしみどりちょう,13206,2,,,354013,1392935,19920715-19920728,1992,,122.6,122.6,集合住宅建設
47695,91255,武蔵国府関連遺跡　石沢日出夫宅地区　第759次,むさしこくふかんれんいせき　いしざわひでおたく,1,東京都府中市宮西町1-25-1,02宮西町,139.477264,35.671631,とうきょうとふちゅうしみやにしちょう,13206,2,,,354016,1392837,19931012-19931104,1993,,96,96,個人住宅建設
47695,91256,武蔵国府関連遺跡　コナミスポーツクラブ府中地区　第651次,むさしこくふかんれんいせき　こなみすぽーつふちゅう,2,東京都府中市宮西町1-27,02宮西町,139.476746,35.671253,とうきょうとふちゅうしみやにしちょう,13206,2,,,354014,1392837,19911105-19930721,1991,,3826.3,3826.3,店舗建設
47695,91257,武蔵国府関連遺跡　テオリア府中地区　第765次,むさしこくふかんれんいせき　ておりあふちゅう,3,東京都府中市宮西町2-20-1,02宮西町,139.47789,35.669334,とうきょうとふちゅうしみやにしちょう,13206,2,,,354008,1392840,19931208-19940207,1993,,177.1,177.1,集合住宅建設
47695,91258,武蔵国府関連遺跡　サランビル地区　第764次,むさしこくふかんれんいせき　さらんびる,4,東京都府中市宮西町2-7-25,02宮西町,139.477676,35.670544,とうきょうとふちゅうしみやにしちょう,13206,2,,,354012,1392840,19931119-19940217,1993,,204.6,204.6,集合住宅建設
47695,91259,武蔵国府関連遺跡　ファミール坂村地区　第757次,むさしこくふかんれんいせき　ふぁみーるさかむら,5,東京都府中市宮西町3-1-3,02宮西町,139.475082,35.672707,とうきょうとふちゅうしみやにしちょう,13206,2,,,354020,1392831,19930927-19931122,1993,,329.7,329.7,集合住宅建設
47695,91260,武蔵国府関連遺跡　島田ビル地区　第780次,むさしこくふかんれんいせき　しまだびる,6,東京都府中市宮町1-23-1,01宮町,139.481918,35.670773,とうきょうとふちゅうしみやまち,13206,2,,,354013,1392855,19940311-19940331,1994,,32.3,32.3,集合住宅建設
47695,91261,武蔵国府関連遺跡　都市計画道路7・5・4号線3次地区　第751次,むさしこくふかんれんいせき　としけいかくどうろななごうよんごうせんさんじ,7,東京都府中市宮町1-24先　他,01宮町,139.481384,35.670326,とうきょうとふちゅうしみやまち,13206,2,,,354012,1392854,19930722-19940331,1993,,368.5,368.5,道路拡幅
47695,91262,武蔵国府関連遺跡　元K＆Y宮町地区　第768次,むさしこくふかんれんいせき　もとけいあんどわいみやまち,8,東京都府中市宮町1-25-1,01宮町,139.481873,35.670307,とうきょうとふちゅうしみやまち,13206,2,,,354012,1392854,19940110-19940207,1994,,72.1,72.1,集合住宅建設
47695,91263,武蔵国府関連遺跡　川辺和雄宅地区　第746次,むさしこくふかんれんいせき　かわべかずおたく,9,東京都府中市宮町2-16-8,01宮町,139.48143,35.669746,とうきょうとふちゅうしみやまち,13206,2,,,354009,1392853,19930616-19930731,1993,,84.5,84.5,個人住宅建設
47695,91264,武蔵国府関連遺跡　サカイハイツV地区　第725次,むさしこくふかんれんいせき　さかいはいつごちく,10,東京都府中市宮町2-22-2,01宮町,139.481735,35.668655,とうきょうとふちゅうしみやまち,13206,2,,,354005,1392854,19930303-19930422,1993,,188.1,188.1,集合住宅建設
47695,91265,武蔵国府関連遺跡　栗林恒雄宅地区　第778次,むさしこくふかんれんいせき　くりばやしつねおたく,11,東京都府中市宮町2-30-1,01宮町,139.482697,35.669788,とうきょうとふちゅうしみやまち,13206,2,,,354009,1392858,19940302-19940331,1994,,213.6,213.6,個人住宅建設
47695,91266,武蔵国府関連遺跡　大國魂神社境内ケーブル埋設ほか立会調査地区　第740.T次,むさしこくふかんれんいせき　おおくにたまじんじゃけいだいけーぶるまいせつほかたちあいちょうさ,12,東京都府中市宮町3-1,01宮町,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,,,354006,1392846,19930524-19940317,1993,,151.2,151.2,埋設管敷設
47695,91267,武蔵国府関連遺跡　東京農工大学府中幸町宿舎B・C棟地区　第774次,むさしこくふかんれんいせき　とうきょうのうこうだいがくふちゅうさいわいちょうしゅくしゃびい　しいとう,13,東京都府中市幸町2-40,21幸町,139.482727,35.681381,とうきょうとふちゅうしさいわいちょう,13206,13,,,354052,1392900,19940203-19940324,1994,,1262.5,1262.5,集合住宅建設
47695,91268,武蔵国府関連遺跡　ウィルアトラス地区　第735次,むさしこくふかんれんいせき　うぃるあとらす,14,東京都府中市若松町2-6-37,13若松町,139.496155,35.671078,とうきょうとふちゅうしわかまつちょう,13206,2,,,354017,1392946,19930421-19930602,1993,,318.4,318.4,集合住宅建設
47695,91269,武蔵国府関連遺跡　グレースモリトー地区　第763次,むさしこくふかんれんいせき　ぐれーすもりとー,15,東京都府中市清水が丘1-4-17,10清水が丘,139.493835,35.66827,とうきょうとふちゅうししみずがおか,13206,2,,,354005,1392939,19931109-19931227,1993,,165.1,165.1,集合住宅建設
47695,91270,武蔵国府関連遺跡　ユニバースゲート地区　第750次,むさしこくふかんれんいせき　ゆにばーすげーと,16,東京都府中市白糸台3-47-3,16白糸台,139.515915,35.664227,とうきょうとふちゅうししらいとだい,13206,2,,,353949,1393058,19930720-19930924,1993,,555.5,555.5,集合住宅建設
47695,91271,武蔵国府関連遺跡　ハイタウン武蔵野駐車場地区　第747次,むさしこくふかんれんいせき　はいたうんむさしのちゅうしゃじょう,17,東京都府中市白糸台5-1-1,16白糸台,139.512848,35.664516,とうきょうとふちゅうししらいとだい,13206,2,,,353950,1393047,19930626-19930713,1993,,134.3,134.3,駐車場建設
47695,91272,武蔵国府関連遺跡　グランデ武蔵野台地区　第745次,むさしこくふかんれんいせき　ぐらんでむさしのだい,18,東京都府中市白糸台5-1-3,16白糸台,139.512848,35.664516,とうきょうとふちゅうししらいとだい,13206,2,,,353950,1393047,19930611-19930831,1993,,361.9,361.9,集合住宅建設
47695,91273,武蔵国府関連遺跡　アーバネスト府中地区　第741次,むさしこくふかんれんいせき　あーばねすとふちゅう,19,東京都府中市八幡町1-11-3,06八幡町,139.484848,35.669621,とうきょうとふちゅうしはちまんちょう,13206,2,,,354009,1392905,19930525-19930830,1993,,239.7,239.7,集合住宅建設
47695,91274,武蔵国府関連遺跡　株式会社三新東京支社地区　第754次,むさしこくふかんれんいせき　かぶしきがいしゃさんしんとうきょうしてん,20,東京都府中市八幡町2-21-12,06八幡町,139.487885,35.669975,とうきょうとふちゅうしはちまんちょう,13206,2,,,354010,1392916,19930910-19931004,1993,,81.5,81.5,社屋建設
47695,91275,武蔵国府関連遺跡　アビエス府中地区　第762次,むさしこくふかんれんいせき　あびえすふちゅう,21,東京都府中市八幡町2-24-1,06八幡町,139.489212,35.670364,とうきょうとふちゅうしはちまんちょう,13206,2,,,354011,1392920,19931027-19940225,1993,,539.7,539.7,集合住宅建設
47695,91276,武蔵国府関連遺跡　やなぎ会府中愛児園2次地区　第756次,むさしこくふかんれんいせき　やなぎかいふちゅうあいじえんにじ,22,東京都府中市八幡町3-18-2,06八幡町,139.492172,35.667648,とうきょうとふちゅうしはちまんちょう,13206,2,,,354003,1392934,19930917-19930927,1993,,108.1,108.1,園舎建設
47695,91277,武蔵国府関連遺跡　ハイシティ東府中地区　第767次,むさしこくふかんれんいせき　はいしてぃひがしふちゅう,23,東京都府中市八幡町3-6-45,06八幡町,139.491653,35.669102,とうきょうとふちゅうしはちまんちょう,13206,2,,,354008,1392930,19931227-19940301,1993,,233.1,233.1,集合住宅建設
47695,91278,武蔵国府関連遺跡　コーポビバルディ地区　第744次,むさしこくふかんれんいせき　こーぽびばるでぃ,24,東京都府中市美好町1-18-13,09美好町,139.470093,35.673279,とうきょうとふちゅうしみよしちょう,13206,2,,,354022,1392811,19930604-19930911,1993,,280,280,集合住宅建設
47695,91279,武蔵国府関連遺跡　小笠原丕・位宅地区　第776次,むさしこくふかんれんいせき　おがさわら　たく,25,東京都府中市美好町1-19-2,09美好町,139.470062,35.673717,とうきょうとふちゅうしみよしちょう,13206,2,,,354023,1392813,19940222-19940322,1994,,76.7,76.7,個人住宅建設
47695,91280,武蔵国府関連遺跡　前田就平宅地区　第766次,むさしこくふかんれんいせき　まえだしゅうへいたく,26,東京都府中市美好町1-30-13,09美好町,139.468567,35.672745,とうきょうとふちゅうしみよしちょう,13206,2,,,354020,1392808,19931222-19940305,1993,,124.9,124.9,個人住宅建設
47695,91281,武蔵国府関連遺跡　ダイアパレス府中地区　第758次,むさしこくふかんれんいせき　だいあぱれすふちゅう,27,東京都府中市美好町2-1-8,09美好町,139.467529,35.673206,とうきょうとふちゅうしみよしちょう,13206,2,,,354021,1392803,19931006-19931218,1993,,740.8,740.8,集合住宅建設
47695,91282,武蔵国府関連遺跡　エステート司・石川柳司宅地区　第748次,むさしこくふかんれんいせき　えすてーるつかさ　いしかわりゅうじたく,28,東京都府中市美好町3-29-14,09美好町,139.465851,35.669857,とうきょうとふちゅうしみよしちょう,13206,2,,,354010,1392758,19930708-19930830,1993,,86.9,86.9,個人住宅権集合住宅建設
47695,91283,武蔵国府関連遺跡　芝嵜商事有限会社共同住宅地区　第749次,むさしこくふかんれんいせき　しばさきしょうじゆうげんがいしゃきょうどうじゅうたく,29,東京都府中市美好町3-3-5,09美好町,139.468445,35.670872,とうきょうとふちゅうしみよしちょう,13206,2,,,354012,1392807,19930715-19930812,1993,,48.3,48.3,埋設管敷設
47695,91284,武蔵国府関連遺跡　サンライト尾崎地区　第737次,むさしこくふかんれんいせき　さんらいとおざき,30,東京都府中市美好町3-6-1,09美好町,139.467728,35.670074,とうきょうとふちゅうしみよしちょう,13206,2,,,354011,1392805,19930428-19930715,1993,,190.5,190.5,集合住宅建設
47695,91285,武蔵国府関連遺跡　欅通りA・ハイム地区　第743次,むさしこくふかんれんいせき　けやきどうりえい　はいむ,31,東京都府中市府中町1-24-9,04府中町,139.480103,35.674976,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354029,1392848,19930601-19930611,1993,,52,52,集合住宅建設
47695,91286,武蔵国府関連遺跡　小林染物店地区　第738次,むさしこくふかんれんいせき　こばやしそめものてん,32,東京都府中市府中町1-28-1,04府中町,139.481354,35.675762,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354030,1392852,19930511-19930531,1993,,36.4,36.4,店舗建設
47695,91287,武蔵国府関連遺跡　光明院本堂地区　第769次,むさしこくふかんれんいせき　こうみょういんほんどう,33,東京都府中市分梅町1-13-1,12分梅町,139.465271,35.666775,とうきょうとふちゅうしぶばいちょう,13206,2,,,353959,1392755,19940112-19940307,1994,,449.2,449.2,寺院本堂建設
47695,91288,武蔵国府関連遺跡　アドリーム分倍河原地区　第755次,むさしこくふかんれんいせき　あどりーむぶばいがわら,34,東京都府中市分梅町1-14-9,12分梅町,139.465149,35.667423,とうきょうとふちゅうしぶばいちょう,13206,2,,,354001,1392755,19930916-19940202,1993,,1705.6,1705.6,集合住宅建設
47695,91289,武蔵国府関連遺跡　グランシャリオ府中第1地区　第753次,むさしこくふかんれんいせき　ぐらんしゃりおふちゅうだいいち,35,東京都府中市分梅町1-26-8,12分梅町,139.464554,35.667175,とうきょうとふちゅうしぶばいちょう,13206,2,,,353958,1392753,19930903-19931102,1993,,414.9,414.9,集合住宅建設
47695,91290,武蔵国府関連遺跡　ピア・イワセ地区　第771次,むさしこくふかんれんいせき　びあ　いわせ,36,東京都府中市片町2-10-1,08片町,139.472153,35.669792,とうきょうとふちゅうしかたまち,13206,2,,,354010,1392820,19940126-19940218,1994,,31.7,31.7,集合住宅建設
47695,91291,武蔵国府関連遺跡　メゾンノースフィールド地区　第773次,むさしこくふかんれんいせき　めぞんのーすふぃーるど,37,東京都府中市片町2-9-3,08片町,139.471298,35.670128,とうきょうとふちゅうしかたまち,13206,2,,,354010,1392817,19940201-19940224,1994,,277.5,277.5,集合住宅建設
47695,91292,武蔵国府関連遺跡　ミサワホームタウン府中分倍地区　第742次,むさしこくふかんれんいせき　みさわほーむたうんふちゅうぶばい,38,東京都府中市本宿町4-3-9ほか,17本宿町,139.461151,35.674107,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354025,1392740,19930525-19930604,1993,,60.5,60.5,集合住宅建設
47695,91293,武蔵国府関連遺跡　大国ビル　オウズ御殿山地区　第730次,むさしこくふかんれんいせき　おおくにびる　おうずごてんやま,39,東京都府中市本町1-12-2,03本町,139.478119,35.667206,とうきょうとふちゅうしほんまち,13206,2,,,354000,1392840,19930330-19930716,1993,,550.1,550.1,集合住宅建設
47695,91294,武蔵国府関連遺跡　五十嵐恒久宅地区　第770次,むさしこくふかんれんいせき　いがらしつねひさたく,40,東京都府中市本町1-12-4,03本町,139.478119,35.667206,とうきょうとふちゅうしほんまち,13206,2,,,354001,1392842,19940126-19940311,1994,,64.5,64.5,個人住宅建設
